Tite,Year,Certification,duration,genre,rating
,2001,TV-G,49,Documentary,8.3
,2001,TV-G,48,Documentary,8
,2001,TV-G,49,Documentary,8
,2001,TV-G,49,Documentary,8.1
,2005,TV-G,21,Animation,7.2
,2004,TV-Y7,24,Animation,7.7
,2004,TV-14,24,Animation,7.5
,2004,TV-14,24,Animation,8.8
,2004,TV-14,24,Animation,7.9
,2004,TV-14,24,Animation,7.2
,2004,TV-14,24,Animation,7.5
,2004,TV-14,23,Animation,7.4
,2004,TV-14,24,Animation,8
,2004,TV-14,24,Animation,7.7
,2004,TV-14,24,Animation,7.7
,2004,TV-14,24,Animation,9.1
,2004,TV-14,25,Animation,6.7
,2004,TV-14,24,Animation,7.6
,2004,TV-14,24,Animation,8.5
,2004,TV-14,24,Animation,8.1
,2004,TV-14,24,Animation,7.9
,2004,TV-14,24,Animation,7.6
,2004,TV-14,24,Animation,7.5
,2004,TV-14,24,Animation,7.7
,2004,TV-14,24,Animation,9
,2004,TV-14,24,Animation,7.6
,2004,TV-14,24,Animation,8.4
,2004,TV-14,24,Animation,8.4
,2004,TV-14,24,Animation,8.6
,2004,TV-14,24,Animation,7.6
,2004,TV-14,24,Animation,7.2
,2004,TV-14,24,Animation,6.2
,2004,TV-14,23,Animation,7.8
,2004,TV-14,24,Animation,8.3
,2004,TV-14,23,Animation,7.6
,2004,TV-14,24,Animation,7.9
,2004,TV-14,24,Animation,7.9
,2004,TV-14,24,Animation,7.8
,2004,TV-14,24,Animation,8
,2004,TV-14,24,Animation,8.8
,2004,TV-14,24,Animation,8.7
,2004,TV-14,24,Animation,7.7
,2004,TV-14,23,Animation,7.8
,2004,TV-14,24,Animation,8.4
,2004,TV-14,24,Animation,8.2
,2004,TV-14,23,Animation,8.1
,2004,TV-14,23,Animation,5.5
,2004,TV-14,24,Animation,7.6
,2004,TV-14,23,Animation,8.2
,2004,TV-14,24,Animation,7.5
,2004,TV-14,24,Animation,7.2
,2004,TV-14,23,Animation,8.9
,2004,TV-14,24,Animation,7.6
,2004,TV-14,24,Animation,8.5
,2004,TV-14,24,Animation,7.5
,2004,TV-14,24,Animation,8.1
,2004,TV-14,23,Animation,8.2
,2004,TV-14,24,Animation,8.2
,2004,TV-14,24,Animation,7.8
,2004,TV-14,24,Animation,8
,2004,TV-14,24,Animation,8.9
,2004,TV-14,23,Animation,7.8
,2004,TV-14,24,Animation,8.4
,2004,TV-14,25,Animation,9.1
,2004,TV-14,23,Animation,8.1
,2004,TV-14,26,Animation,6.7
,2004,TV-14,24,Animation,7.4
,2004,TV-14,24,Animation,8.8
,2004,TV-14,24,Animation,7.6
,2006,TV-14,52,Crime,8.6
,2006,TV-MA,53,Crime,8.9
,2005,TV-MA,21,Animation,7.5
,2006,TV-Y,55,Crime,8.5
,2006,TV-MA,56,Crime,9.1
,2006,TV-MA,54,Crime,9.2
,2005,TV-MA,25,Animation,8.5
,2006,TV-Y7,56,Crime,9.6
,1997,TV-MA,22,Animation,6.1
,2005,TV-Y,25,Animation,9
,2005,TV-Y7,25,Animation,8.5
,2005,TV-Y7,24,Animation,8.1
,2005,TV-Y7,25,Animation,8.8
,2005,TV-Y7,23,Animation,7.9
,2005,TV-Y7,23,Animation,6.7
,2005,TV-Y7,23,Animation,7
,2005,TV-Y7,21,Animation,8.1
,2005,TV-Y,25,Animation,9.1
,2005,TV-Y7,23,Animation,6.7
,2005,TV-Y7,23,Animation,7.1
,2005,TV-Y7,23,Animation,7.4
,2002,TV-MA,52,Adventure,8.4
,2002,TV-PG,60,Adventure,7.9
,2005,TV-PG,23,Animation,6.4
,2005,TV-Y7,23,Animation,7.5
,2005,TV-Y7,23,Animation,6.8
,2005,TV-Y7,23,Animation,6.6
,2002,TV-Y7,51,Adventure,8.9
,2002,TV-PG,58,Adventure,8
,1985,TV-PG,87,Documentary,7.6
,2002,Not Rated,61,Adventure,8.2
,2005,TV-PG,25,Animation,8.3
,2005,TV-Y7,25,Animation,8.6
,2002,TV-Y7,61,Adventure,8.4
,2007,TV-PG,54,Drama,7.4
,2007,TV-MA,53,Drama,7.6
,2002,TV-MA,,Adventure,7.7
,2007,TV-PG,50,Drama,8.1
,2007,TV-MA,51,Drama,7.5
,2007,TV-MA,54,Drama,7.7
,2007,TV-MA,51,Drama,7.6
,2007,TV-MA,53,Drama,7.6
,2007,TV-MA,53,Drama,7.7
,2007,TV-MA,52,Drama,7.8
,2007,TV-MA,47,Drama,7.7
,2015,TV-MA,42,Action,7.5
,2015,TV-PG,44,Action,8.3
,2018,TV-PG,42,Comedy,8.3
,2019,TV-14,47,Action,8.2
,2015,TV-14,42,Action,7.3
,2020,TV-PG,27,Animation,7.6
,2020,TV-MA,31,Animation,7.9
,2020,TV-MA,27,Animation,8.4
,2020,TV-MA,31,Animation,8.2
,2020,TV-MA,25,Animation,8
,2020,TV-MA,32,Animation,7.7
,2020,TV-MA,34,Animation,8.3
,2020,TV-MA,37,Animation,8.6
,2018,TV-MA,23,Comedy,8.1
,2018,TV-MA,29,Comedy,7.9
,2018,TV-MA,25,Comedy,8
,2017,TV-MA,28,Family,8.1
,2017,TV-Y7,,Family,8.6
,2020,TV-Y7,51,Action,6.9
,2020,TV-PG,40,Action,6.8
,2020,TV-PG,46,Action,7
,2020,TV-PG,49,Action,5.9
,2018,TV-PG,25,Comedy,8
,2018,TV-MA,25,Comedy,8.2
,2018,TV-MA,21,Comedy,8
,2018,TV-MA,26,Comedy,8
,2019,TV-MA,48,Action,8
,2012,TV-14,25,Animation,8.2
,2009,TV-MA,21,Reality,7.8
,2009,TV-14,20,Reality,7.5
,2009,TV-14,21,Reality,7.2
,2016,TV-14,61,Crime,7.7
,2018,TV-MA,48,Crime,7.8
,2018,TV-MA,51,Crime,9
,2019,TV-MA,14,Adventure,6.5
,2019,TV-PG,20,Adventure,6.6
,2019,TV-PG,26,Adventure,6.9
,2019,TV-PG,,Adventure,7.1
,2019,TV-PG,,Adventure,7
,2019,TV-PG,,Adventure,7.2
,2019,TV-PG,,Adventure,6.9
,2019,TV-PG,,Adventure,7.1
,2019,TV-PG,,Animation,8.7
,2015,TV-Y,30,Comedy,7.8
,2015,TV-MA,42,Action,8.2
,2015,TV-PG,56,Action,8.3
,2018,TV-MA,25,Animation,8.1
,2018,TV-PG,25,Animation,7.9
,2018,TV-PG,25,Animation,8.3
,2020,TV-PG,59,Drama,8.4
,2020,TV-MA,65,Drama,8.7
,2020,TV-MA,46,Drama,8.4
,2020,TV-MA,49,Drama,8.4
,2020,TV-MA,48,Drama,8.2
,2020,TV-MA,60,Drama,8.4
,2019,TV-MA,,Reality,6.6
,2019,TV-MA,,Reality,6.9
,2019,TV-MA,,Reality,6.9
,2019,TV-MA,,Reality,7
,2019,TV-MA,,Reality,7.1
,2019,TV-MA,,Reality,7.3
,2019,TV-MA,,Reality,7.2
,2012,TV-MA,25,Animation,8.4
,2020,TV-MA,28,Comedy,7.4
,2020,TV-14,29,Comedy,7.5
,2020,TV-14,30,Comedy,7.7
,2020,TV-14,22,Comedy,7.6
,2020,TV-14,29,Comedy,7.8
,2020,TV-14,23,Comedy,8.5
,2020,TV-14,24,Comedy,7.6
,2020,TV-14,28,Comedy,8
,2020,TV-14,24,Comedy,8.4
,2020,TV-14,28,Comedy,8.7
,2019,TV-14,42,Drama,7.6
,2019,TV-MA,43,Drama,7.6
,2019,TV-MA,48,Drama,7.8
,2019,TV-MA,43,Drama,7.5
,2019,TV-MA,46,Drama,7.4
,2019,TV-MA,42,Drama,7.7
,2019,TV-MA,41,Drama,7.5
,2019,TV-MA,49,Drama,8.1
,2020,TV-MA,44,Drama,7.5
,2018,TV-MA,30,Comedy,8.2
,2018,TV-14,41,Comedy,7.9
,2014,TV-14,42,Action,7.7
,2014,TV-PG,42,Action,7.3
,2014,TV-PG,42,Action,7.5
,2014,TV-PG,42,Action,7.4
,2014,TV-PG,42,Action,7.3
,2014,TV-PG,42,Action,8.4
,2014,TV-PG,42,Action,7.9
,2014,TV-PG,42,Action,6.9
,2019,TV-PG,31,Comedy,7.4
,2019,TV-MA,26,Comedy,7.5
,2019,TV-MA,29,Comedy,7.4
,2019,TV-MA,27,Comedy,7.5
,2019,TV-MA,31,Comedy,7.8
,2019,TV-MA,29,Comedy,7.3
,2019,,,Action,8.6
,2019,TV-Y7,47,Drama,7.1
,2019,TV-MA,48,Drama,7.2
,2019,TV-MA,44,Drama,7.4
,2019,TV-MA,45,Drama,7.4
,2019,TV-MA,51,Drama,7.2
,2019,TV-MA,46,Drama,7.4
,2019,TV-MA,46,Drama,7.3
,2019,TV-MA,51,Drama,7.5
,2019,TV-MA,49,Drama,7.3
,2019,TV-MA,49,Drama,7.7
,2005,TV-MA,23,Animation,6.5
,2005,TV-Y7,23,Animation,6.6
,2005,TV-Y7,23,Animation,6.4
,2005,TV-Y7,23,Animation,6.8
,2019,TV-Y7,41,Drama,7.9
,2018,TV-14,32,Comedy,8
,2020,TV-14,58,Drama,7.1
,2018,TV-MA,,Comedy,6
,2012,TV-MA,25,Animation,8.6
,2020,TV-MA,40,Action,7
,2020,TV-MA,46,Action,7.2
,2020,TV-MA,44,Action,7.2
,2020,TV-MA,45,Action,7.3
,2020,TV-MA,46,Action,7.2
,2020,TV-MA,39,Action,7.4
,2020,TV-MA,41,Action,7.4
,2020,TV-MA,37,Action,7.8
,2020,TV-MA,42,Action,7.9
,2019,TV-MA,,Action,8.6
,2019,TV-Y7,,Action,8.5
,2019,TV-Y7,,Action,8.8
,2016,TV-Y7,42,Drama,6.2
,2019,TV-14,,Animation,7.2
,2019,TV-14,,Animation,7
,2019,TV-14,,Animation,7.2
,2019,TV-14,,Animation,6.9
,2019,TV-14,,Animation,7.1
,2019,TV-14,,Animation,7.1
,2019,TV-14,,Animation,7.2
,2019,TV-14,,Animation,7.2
,2019,TV-14,,Animation,7
,2019,TV-14,,Animation,7.3
,2019,TV-14,,Animation,7.6
,2019,TV-14,,Animation,8.3
,2009,TV-14,20,Reality,7.4
,2009,TV-14,20,Reality,9
,2009,TV-14,20,Reality,7.7
,2009,TV-14,20,Reality,7.4
,2009,TV-14,20,Reality,7.5
,2018,TV-14,46,Drama,6.9
,2018,TV-MA,41,Drama,6.6
,2018,TV-MA,48,Drama,6.7
,2018,TV-MA,43,Drama,6.9
,2018,TV-MA,42,Drama,7.3
,2019,TV-MA,27,Comedy,7.8
,2017,TV-MA,23,Animation,8.3
,2017,TV-Y7,23,Animation,8.6
,2017,TV-Y7,23,Animation,8.2
,2017,TV-Y7,23,Animation,8.2
,2017,TV-Y7,,Animation,8.2
,2017,TV-Y7,,Animation,8.5
,2018,TV-Y7,49,Drama,7.5
,2016,TV-MA,,Documentary,7.2
,2016,TV-MA,,Documentary,7.2
,2016,TV-MA,,Documentary,7.2
,2016,TV-MA,,Documentary,7.2
,2018,TV-MA,49,Drama,7.6
,2018,TV-MA,51,Drama,7.8
,2018,TV-MA,43,Drama,7.9
,2018,TV-MA,41,Drama,7.7
,2018,TV-MA,45,Drama,7.8
,2012,TV-MA,25,Animation,9
,2015,TV-MA,32,Comedy,7.9
,2020,TV-MA,45,Action,6.9
,2006,TV-PG,53,Crime,8.7
,2006,TV-MA,55,Crime,8.9
,2006,TV-MA,51,Crime,9
,2006,TV-MA,51,Crime,9.2
,2006,TV-MA,56,Crime,8.5
,2006,TV-MA,52,Crime,8.6
,2006,TV-MA,53,Crime,8.4
,2006,TV-MA,56,Crime,8.6
,2006,TV-MA,53,Crime,8.5
,2006,TV-MA,55,Crime,8.7
,2006,TV-MA,49,Crime,9
,2006,TV-MA,50,Crime,9.3
,2007,TV-MA,52,Drama,7.8
,2007,TV-MA,50,Drama,8.7
,2007,TV-MA,55,Drama,7.8
,2007,TV-MA,53,Drama,7.9
,2007,TV-MA,55,Drama,7.9
,2007,TV-MA,55,Drama,8.4
,2007,TV-MA,52,Drama,7.9
,2007,TV-MA,56,Drama,7.9
,2007,TV-MA,53,Drama,8.2
,2007,TV-MA,54,Drama,8.6
,2019,TV-MA,46,Crime,7.5
,2019,TV-MA,48,Drama,7.5
,2015,TV-MA,47,Comedy,6.3
,2015,,48,Comedy,5.8
,2015,,49,Comedy,5.8
,2015,,49,Comedy,6.4
,2015,,48,Comedy,6.2
,2015,,48,Comedy,7.1
,2015,,47,Comedy,8
,2015,,48,Comedy,7
,2015,,,Comedy,7.9
,2015,,48,Comedy,7.9
,2015,,48,Comedy,7.2
,2015,,,Comedy,7.4
,2015,,47,Comedy,7.9
,2015,,,Comedy,7.8
,2015,,,Comedy,7.7
,2015,,,Comedy,7.8
,2018,,42,Drama,8.8
,2018,TV-MA,68,Drama,9.1
,2017,TV-MA,41,Action,8.4
,2019,TV-14,,Action,7.1
,2019,,36,Comedy,7.2
,2019,TV-MA,36,Comedy,6.6
,2019,TV-MA,35,Comedy,7.3
,2019,TV-MA,33,Comedy,7.5
,2019,TV-MA,34,Comedy,7.4
,2019,TV-MA,37,Comedy,7.3
,2019,TV-MA,36,Comedy,7.5
,2019,TV-MA,36,Comedy,7.2
,2019,TV-MA,38,Comedy,7.7
,2019,TV-MA,36,Comedy,7.5
,2019,TV-MA,,Documentary,7.9
,2019,TV-G,,Documentary,8
,2019,TV-G,,Documentary,7.3
,2019,TV-G,,Documentary,7.4
,2019,TV-G,,Documentary,7.7
,2019,TV-G,,Documentary,7.6
,2019,TV-G,,Documentary,7.4
,2019,TV-G,,Documentary,7.4
,2019,TV-G,,Documentary,7.4
,2019,TV-G,32,Comedy,7.7
,2019,TV-MA,,Animation,8.4
,2019,TV-Y,,Animation,8.8
,2019,TV-Y,,Animation,8.5
,2019,TV-Y,,Animation,8.7
,2019,TV-Y,,Animation,8.9
,2019,TV-Y,,Animation,8.3
,2019,TV-Y,,Animation,8.2
,2019,TV-Y,,Animation,8
,2019,TV-Y,,Animation,8
,2019,TV-Y,,Animation,8.4
,2019,TV-Y,,Animation,7.8
,2012,TV-Y,25,Animation,9.4
,2019,TV-MA,60,Drama,7.2
,2019,TV-MA,52,Crime,7
,2017,TV-MA,49,Action,7.2
,2022,TV-MA,31,Comedy,6.4
,2022,TV-MA,28,Comedy,6.8
,2022,TV-MA,26,Comedy,6.6
,2022,TV-MA,23,Comedy,6.7
,2022,TV-MA,21,Comedy,6.6
,2022,TV-MA,29,Comedy,6.4
,2012,TV-MA,25,Animation,9.6
,2017,TV-MA,44,Drama,8.6
,2020,TV-PG,,Drama,7.5
,2020,TV-14,,Drama,7.5
,2020,TV-14,,Drama,7.2
,2020,TV-14,,Drama,7.8
,2020,TV-14,,Drama,7.7
,2020,TV-14,,Drama,8.5
,2017,TV-14,47,Action,7.3
,2017,,,Action,7.3
,2017,,,Action,7.4
,2017,,,Action,7.5
,2017,,,Action,7.6
,2017,,,Action,7.1
,2014,,41,Drama,7.6
,2018,TV-14,24,Animation,7.7
,2018,TV-Y7,24,Animation,7.5
,2018,TV-Y7,24,Animation,8.1
,2018,TV-Y7,24,Animation,8
,2018,TV-Y7,24,Animation,8.1
,2018,TV-Y7,24,Animation,8
,2016,TV-Y7,42,Drama,6.3
,2016,TV-14,41,Drama,6.4
,2016,TV-14,42,Drama,6
,2016,TV-14,42,Drama,6.2
,2016,TV-14,42,Drama,6.2
,2016,TV-14,42,Drama,6.2
,2018,TV-14,42,Comedy,8
,2020,TV-14,51,Crime,7.4
,2020,TV-MA,48,Crime,7.5
,2020,TV-MA,43,Crime,7.5
,2018,TV-MA,42,Comedy,8.1
,2019,TV-14,80,Action,8
,2019,,47,Crime,7.3
,2019,,,Crime,7.2
,2019,,,Crime,6.9
,2019,,,Crime,7
,2019,,,Crime,7.1
,2019,,,Crime,6.8
,2019,,,Crime,6.5
,2019,,,Crime,5.9
,2012,,25,Animation,8.2
,2009,TV-MA,20,Reality,7.3
,2009,TV-14,20,Reality,7.4
,2019,TV-14,,Action,7.3
,2014,,40,Reality,7.3
,2014,TV-PG,41,Reality,3.6
,2014,TV-PG,41,Reality,7.1
,2014,TV-PG,40,Reality,7.8
,2014,TV-PG,41,Reality,7.1
,2014,TV-PG,40,Reality,7.3
,2019,TV-PG,,Action,7.3
,2018,,32,Action,8
,2018,TV-14,36,Action,8.4
,2018,TV-14,29,Action,8.1
,2018,TV-14,38,Action,8.1
,2018,TV-14,39,Action,9
,2018,TV-14,32,Action,7.8
,2018,TV-14,34,Action,8.3
,2018,TV-14,30,Action,8.7
,2018,TV-14,28,Action,8.3
,2018,TV-14,41,Action,9.4
,2020,TV-14,54,Action,7.3
,2020,TV-MA,47,Action,7.4
,2020,TV-MA,47,Action,7.5
,2020,TV-MA,49,Action,8
,2020,TV-MA,47,Action,7.9
,2020,TV-MA,53,Action,8.2
,2020,TV-MA,47,Action,8
,2020,TV-MA,46,Action,8.4
,2020,TV-MA,52,Action,7.9
,2020,TV-MA,57,Action,8.2
,2014,TV-MA,41,Reality,6.2
,2014,TV-PG,41,Reality,7.8
,2012,TV-PG,25,Animation,8.6
,2020,TV-MA,49,Crime,6.8
,2020,TV-MA,48,Crime,7.1
,2020,TV-MA,52,Crime,6.6
,2018,TV-MA,24,Animation,7.9
,2019,TV-Y7,53,Drama,5.4
,2019,,,Action,7.7
,2019,,,Action,7.6
,2019,,,Action,7.9
,2019,,,Action,7.2
,2019,,,Action,7.6
,2019,,,Action,7.6
,2019,,,Action,7.7
,2019,,,Action,7.5
,2019,,,Action,8.2
,2020,,,Drama,7.4
,2020,TV-MA,,Drama,7.6
,2020,TV-MA,,Drama,7.6
,2020,TV-MA,,Drama,7.8
,2020,TV-MA,,Drama,7.9
,2020,TV-MA,,Drama,8.2
,2016,TV-MA,22,Comedy,7.7
,2016,TV-PG,22,Comedy,7.7
,2016,TV-PG,22,Comedy,7.4
,2016,TV-PG,22,Comedy,8
,2015,TV-PG,28,Comedy,8.1
,2017,,44,Drama,9
,2012,,25,Animation,9
,2020,TV-MA,25,Animation,7.2
,2020,TV-Y7,24,Animation,7.2
,2020,TV-Y7,24,Animation,7.4
,2020,TV-Y,,Crime,6.6
,2020,TV-MA,46,Drama,6.1
,2020,TV-MA,43,Drama,6
,2020,TV-MA,40,Drama,6.1
,2020,TV-MA,44,Crime,7.5
,2020,TV-MA,42,Crime,7.7
,2020,TV-MA,50,Crime,7.7
,2020,TV-MA,42,Crime,7.9
,2020,TV-MA,43,Crime,7.7
,2019,TV-MA,49,Drama,5.5
,2019,,48,Drama,5.2
,2019,,41,Drama,5.4
,2019,,42,Drama,5.3
,2019,,40,Drama,5.2
,2019,,29,Comedy,7.8
,2019,TV-MA,28,Comedy,7.8
,2019,TV-MA,28,Comedy,7.8
,2019,TV-MA,24,Comedy,7.9
,2019,TV-MA,28,Comedy,8.4
,2018,TV-MA,56,Crime,8.6
,2020,TV-MA,48,Drama,6.9
,2020,TV-MA,48,Drama,6.9
,2012,,25,Animation,8.6
,2020,TV-MA,53,Drama,7.8
,2020,TV-MA,53,Drama,8
,2020,TV-MA,55,Drama,7.9
,2020,TV-MA,54,Drama,8.2
,2019,TV-MA,,Crime,7.3
,2020,,,Drama,7.4
,2016,,,Comedy,7.2
,2016,TV-G,,Comedy,7.4
,2016,TV-G,,Comedy,7.4
,2016,TV-G,,Comedy,7.6
,2016,TV-G,,Comedy,7.2
,2016,TV-G,,Comedy,7.7
,2016,TV-G,,Comedy,7.3
,2016,TV-G,,Comedy,8.4
,2020,TV-G,,Comedy,7.1
,2020,TV-PG,,Comedy,7.1
,2020,TV-PG,,Comedy,7.4
,2020,TV-PG,,Comedy,7.4
,2020,TV-PG,,Comedy,6.9
,2020,TV-PG,,Comedy,7.4
,2020,TV-PG,,Comedy,7.4
,2020,TV-PG,,Comedy,8.1
,2018,TV-PG,21,Animation,7.6
,2018,TV-14,21,Animation,8.8
,2018,TV-14,21,Animation,7.9
,2018,TV-14,21,Animation,7.9
,2018,TV-14,21,Animation,7.9
,2018,TV-14,21,Animation,8.6
,2018,TV-14,21,Animation,8.7
,2018,TV-14,21,Animation,7.5
,2018,TV-14,21,Animation,8.1
,2018,TV-14,21,Animation,8.7
,2018,TV-14,21,Animation,9.1
,2017,TV-14,62,Crime,8.8
,2019,TV-MA,80,Action,8.6
,2019,,21,Comedy,6.6
,2019,TV-14,31,Comedy,7.8
,2019,TV-MA,80,Action,8.3
,2019,,80,Action,8.6
,2019,,80,Action,8.5
,2019,,80,Action,8.5
,2017,,49,Crime,7.4
,2014,TV-MA,42,Drama,8
,2016,TV-14,51,Crime,8
,2014,TV-14,42,Drama,7.3
,2012,TV-14,25,Animation,9.3
,2012,TV-MA,25,Animation,8.9
,2015,TV-MA,,Comedy,8.3
,2017,TV-MA,54,Crime,8.9
,2017,TV-14,56,Crime,9
,2017,TV-MA,60,Crime,9.4
,2017,TV-MA,56,Crime,9.2
,2017,TV-MA,54,Crime,9.5
,2017,TV-MA,58,Crime,9.1
,2017,TV-MA,57,Crime,9.4
,2014,TV-MA,42,Drama,7.9
,2015,TV-14,42,Action,6.6
,2020,TV-PG,19,Comedy,7.2
,2020,TV-MA,20,Comedy,7.5
,2020,TV-MA,19,Comedy,7.6
,2020,TV-MA,23,Comedy,7.6
,2020,TV-MA,23,Comedy,7.9
,2020,TV-MA,24,Comedy,8.5
,2020,TV-MA,28,Comedy,7.4
,2015,TV-MA,,Comedy,7.8
,2018,TV-MA,57,Crime,7.9
,2015,TV-MA,42,Action,7.1
,2015,TV-PG,42,Action,6.8
,2015,TV-14,42,Action,6.9
,2015,TV-PG,42,Action,7.7
,2015,TV-PG,42,Action,7.7
,2015,TV-PG,42,Action,7.7
,2015,TV-PG,42,Action,7.4
,2019,TV-PG,18,Animation,8.1
,2015,TV-MA,42,Action,6.6
,2015,TV-PG,42,Action,6.6
,2015,TV-PG,42,Action,8.5
,2015,TV-PG,42,Action,5.9
,2015,TV-PG,42,Action,6.3
,2015,TV-14,42,Action,7
,2015,TV-PG,42,Action,7.6
,2019,TV-PG,,Drama,7.8
,2019,TV-14,,Documentary,7.2
,2019,TV-MA,,Documentary,7.4
,2019,TV-MA,,Documentary,7.3
,2019,TV-MA,,Documentary,7.2
,2019,TV-MA,,Documentary,6.5
,2020,TV-MA,,Crime,7.3
,2020,TV-MA,,Crime,7
,2020,TV-MA,,Crime,7.1
,2020,TV-MA,,Crime,7.1
,2020,TV-MA,,Crime,7.1
,2020,TV-MA,,Crime,7.1
,2020,TV-MA,,Crime,7.2
,2020,TV-MA,,Crime,7.2
,2020,TV-MA,,Crime,7
,2015,TV-MA,83,Action,8
,2012,TV-14,25,Animation,9.2
,2021,TV-MA,29,Animation,7
,2021,TV-14,22,Animation,6.8
,2021,TV-14,21,Animation,6.9
,2021,TV-14,25,Animation,7
,2019,TV-14,44,Drama,5.8
,2016,TV-MA,,Comedy,8.9
,2015,,83,Action,7.8
,2019,TV-PG,,Drama,7.9
,2019,,,Drama,8.9
,2019,,,Drama,8.6
,2019,,,Drama,8.8
,2019,,,Drama,8.4
,2019,,,Drama,8.5
,2019,,,Drama,8.5
,2019,,,Drama,8.3
,2019,,,Drama,8.7
,2018,,60,Crime,7.9
,2002,TV-MA,62,Adventure,5.4
,2002,TV-PG,59,Adventure,4.5
,2002,TV-PG,61,Adventure,4.8
,2002,TV-14,61,Adventure,5.8
,2018,TV-PG,54,Drama,8.1
,2015,TV-MA,53,Action,8.4
,2020,TV-MA,51,Drama,6.9
,2020,TV-MA,49,Drama,7.1
,2018,TV-MA,,Reality,8.7
,2018,TV-14,,Reality,8.5
,2015,TV-14,,Comedy,7.9
,2015,TV-MA,,Comedy,7.8
,2015,TV-MA,,Comedy,8.2
,2015,TV-MA,,Comedy,8
,2019,TV-MA,,Action,8.3
,2012,TV-Y7,42,Comedy,8.1
,2012,TV-14,17,Comedy,7.4
,2012,TV-14,17,Comedy,8.1
,2012,TV-14,20,Comedy,7.5
,2012,TV-14,18,Comedy,7.9
,2012,TV-14,19,Comedy,7.7
,2012,TV-14,16,Comedy,6.6
,2012,TV-14,13,Comedy,6.5
,2012,TV-14,16,Comedy,6.6
,2012,TV-14,17,Comedy,6.4
,2005,TV-14,24,Animation,9.6
,2012,TV-Y7,17,Comedy,6.9
,2019,TV-14,17,Comedy,8.1
,2020,TV-MA,61,Drama,7.5
,2020,TV-MA,61,Drama,7.8
,2020,TV-MA,57,Drama,7.6
,2020,TV-MA,61,Drama,7.9
,2020,TV-MA,57,Drama,7.5
,2020,TV-MA,60,Drama,7.6
,2020,TV-MA,72,Drama,7.9
,2018,TV-MA,48,Drama,6.5
,2019,TV-MA,52,Horror,6.9
,2017,TV-MA,,Drama,7.6
,2016,TV-MA,60,Crime,7.5
,2012,TV-14,25,Animation,9
,2014,TV-MA,42,Action,4.9
,2019,TV-PG,,Action,8.2
,2015,TV-Y7,83,Action,7.9
,2019,TV-PG,,Comedy,8.5
,2019,TV-Y7,,Comedy,8.6
,2019,TV-Y7,,Comedy,8.4
,2019,TV-Y7,,Comedy,8.4
,2019,TV-Y7,,Comedy,8.4
,2019,TV-Y7,,Comedy,8.3
,2019,TV-Y7,,Comedy,7.8
,2019,TV-Y7,,Comedy,8
,2019,TV-Y7,,Comedy,8.1
,2019,TV-Y7,,Comedy,8.3
,2019,TV-Y7,,Comedy,8.4
,2019,TV-Y7,,Comedy,8.1
,2019,TV-Y7,,Comedy,8.3
,2019,TV-Y7,,Comedy,8.8
,2019,TV-Y7,,Comedy,8.5
,2017,,22,Adventure,8.1
,2017,TV-MA,24,Adventure,8.2
,2017,TV-MA,21,Adventure,7.7
,2017,TV-MA,19,Adventure,7.8
,2017,TV-MA,24,Adventure,8.9
,2017,TV-MA,19,Adventure,8.6
,2018,TV-MA,,Action,6.6
,2016,TV-MA,,Comedy,7.3
,2018,TV-MA,,Game,6.9
,2019,TV-PG,,Comedy,6.5
,2019,TV-MA,,Comedy,6.8
,2019,TV-MA,,Comedy,6.3
,2019,TV-MA,,Comedy,6.6
,2019,TV-MA,,Comedy,7.2
,2019,TV-MA,,Comedy,6
,2019,TV-MA,,Comedy,7.2
,2019,TV-MA,55,Horror,7.1
,2019,TV-MA,43,Horror,7.4
,2018,TV-MA,22,Animation,7.7
,2019,,41,Documentary,6.3
,2019,TV-14,29,Documentary,6.6
,2019,TV-14,37,Documentary,6
,2019,TV-14,37,Documentary,6.8
,2019,TV-14,24,Animation,6.9
,2019,TV-MA,24,Animation,6.8
,2019,TV-MA,26,Animation,6.8
,2019,TV-MA,24,Animation,7.2
,2019,TV-MA,26,Animation,7.1
,2019,TV-MA,31,Animation,7.8
,2019,TV-MA,24,Animation,6.9
,2019,TV-MA,24,Animation,7.2
,2019,TV-MA,26,Animation,7.8
,2019,TV-MA,24,Animation,7.5
,2019,TV-MA,26,Animation,7.8
,2012,TV-MA,25,Animation,9.4
,2019,TV-MA,,Action,8.1
,2019,TV-Y7,,Comedy,7.4
,2015,TV-MA,55,Action,8.6
,2019,TV-MA,,Comedy,7
,2019,TV-MA,,Comedy,7.2
,2019,TV-MA,,Comedy,7.7
,2019,TV-MA,,Comedy,7.8
,2020,TV-MA,35,Comedy,6.8
,2020,TV-MA,32,Comedy,7.3
,2020,TV-MA,30,Comedy,7.2
,2020,TV-MA,31,Comedy,6.9
,2020,TV-MA,30,Comedy,6.7
,2020,TV-MA,34,Comedy,7.1
,2020,TV-MA,26,Comedy,6.9
,2020,TV-MA,32,Comedy,6.9
,2020,TV-MA,35,Comedy,7.6
,2020,TV-MA,36,Comedy,7.1
,2019,TV-MA,74,Action,7.9
,2022,,54,Drama,8
,2022,TV-MA,37,Drama,7.7
,2022,TV-MA,,Drama,7.9
,2022,TV-MA,44,Drama,8.5
,2022,TV-MA,52,Drama,8.4
,2022,TV-MA,53,Drama,9.2
,2022,TV-MA,,Drama,6.9
,2022,TV-MA,50,Drama,7.2
